Species,River,Site,Quadrat,Live,Dead
Li. Subrostrata,Neches,4,14,,
Li. Subrostrata,Neches,4,15,,
Li. Subrostrata,Neches,4,16,,
Li. Subrostrata,Neches,4,17,,
Li. Subrostrata,Neches,4,18,,
Li. Subrostrata,Neches,4,19,,
Li. Subrostrata,Neches,4,2,,
Li. Subrostrata,Neches,4,21,,
Li. Subrostrata,Neches,4,22,,
Li. Subrostrata,Neches,4,23,,
Li. Subrostrata,Neches,4,24,,
Li. Subrostrata,Neches,4,25,,
Li. Subrostrata,Neches,4,26,,
Li. Subrostrata,Neches,4,27,,
M. nervosa,Neches,4,1,,
M. nervosa,Neches,4,2,,
M. nervosa,Neches,4,3,,
M. nervosa,Neches,4,4,,
M. nervosa,Neches,4,5,,
M. nervosa,Neches,4,6,,
M. nervosa,Neches,4,7,,
M. nervosa,Neches,4,8,,
M. nervosa,Neches,4,9,,
M. nervosa,Neches,4,1,,
M. nervosa,Neches,4,11,,
M. nervosa,Neches,4,12,,
M. nervosa,Neches,4,13,,
M. nervosa,Neches,4,14,,
M. nervosa,Neches,4,15,,
M. nervosa,Neches,4,16,,
M. nervosa,Neches,4,17,,
M. nervosa,Neches,4,18,,
M. nervosa,Neches,4,19,,
M. nervosa,Neches,4,2,,
M. nervosa,Neches,4,21,,
M. nervosa,Neches,4,22,,
M. nervosa,Neches,4,23,,
M. nervosa,Neches,4,24,,
M. nervosa,Neches,4,25,,
M. nervosa,Neches,4,26,,
M. nervosa,Neches,4,27,,
O. jacksoniana,Neches,4,1,,
O. jacksoniana,Neches,4,2,,
O. jacksoniana,Neches,4,3,,
O. jacksoniana,Neches,4,4,,
O. jacksoniana,Neches,4,5,,
O. jacksoniana,Neches,4,6,,
O. jacksoniana,Neches,4,7,,
O. jacksoniana,Neches,4,8,,
O. jacksoniana,Neches,4,9,,
O. jacksoniana,Neches,4,1,,
O. jacksoniana,Neches,4,11,,
O. jacksoniana,Neches,4,12,,
O. jacksoniana,Neches,4,13,,
O. jacksoniana,Neches,4,14,,
O. jacksoniana,Neches,4,15,,
O. jacksoniana,Neches,4,16,,
O. jacksoniana,Neches,4,17,,
O. jacksoniana,Neches,4,18,,
O. jacksoniana,Neches,4,19,,
O. jacksoniana,Neches,4,2,,
O. jacksoniana,Neches,4,21,,
O. jacksoniana,Neches,4,22,,
O. jacksoniana,Neches,4,23,,
O. jacksoniana,Neches,4,24,,
O. jacksoniana,Neches,4,25,,
O. jacksoniana,Neches,4,26,,
O. jacksoniana,Neches,4,27,,
O. reflexa,Neches,4,1,1,
O. reflexa,Neches,4,2,,
O. reflexa,Neches,4,3,,
O. reflexa,Neches,4,4,1,
O. reflexa,Neches,4,5,,
O. reflexa,Neches,4,6,,
O. reflexa,Neches,4,7,,
O. reflexa,Neches,4,8,2,
O. reflexa,Neches,4,9,,
O. reflexa,Neches,4,1,,
O. reflexa,Neches,4,11,,
O. reflexa,Neches,4,12,,
O. reflexa,Neches,4,13,,
O. reflexa,Neches,4,14,,
O. reflexa,Neches,4,15,,
O. reflexa,Neches,4,16,,
O. reflexa,Neches,4,17,,
O. reflexa,Neches,4,18,,
O. reflexa,Neches,4,19,,
O. reflexa,Neches,4,2,,
O. reflexa,Neches,4,21,,
O. reflexa,Neches,4,22,,
O. reflexa,Neches,4,23,,
O. reflexa,Neches,4,24,,
O. reflexa,Neches,4,25,,
O. reflexa,Neches,4,26,,
O. reflexa,Neches,4,27,1,
P. dombeyanus,Neches,4,1,,
P. dombeyanus,Neches,4,2,,
P. dombeyanus,Neches,4,3,,
P. dombeyanus,Neches,4,4,,
P. dombeyanus,Neches,4,5,,
P. dombeyanus,Neches,4,6,,
P. dombeyanus,Neches,4,7,,
P. dombeyanus,Neches,4,8,,
P. dombeyanus,Neches,4,9,,
P. dombeyanus,Neches,4,1,,
P. dombeyanus,Neches,4,11,,
P. dombeyanus,Neches,4,12,,
P. dombeyanus,Neches,4,13,,
P. dombeyanus,Neches,4,14,,
P. dombeyanus,Neches,4,15,,
P. dombeyanus,Neches,4,16,,
P. dombeyanus,Neches,4,17,,
P. dombeyanus,Neches,4,18,,
P. dombeyanus,Neches,4,19,,
P. dombeyanus,Neches,4,2,,
P. dombeyanus,Neches,4,21,,
P. dombeyanus,Neches,4,22,,
P. dombeyanus,Neches,4,23,,
P. dombeyanus,Neches,4,24,,
P. dombeyanus,Neches,4,25,,
P. dombeyanus,Neches,4,26,,
P. dombeyanus,Neches,4,27,,
P. riddellii,Neches,4,1,,
P. riddellii,Neches,4,2,,
P. riddellii,Neches,4,3,,
P. riddellii,Neches,4,4,2,
P. riddellii,Neches,4,5,,
P. riddellii,Neches,4,6,1,
P. riddellii,Neches,4,7,,
P. riddellii,Neches,4,8,1,
P. riddellii,Neches,4,9,1,
P. riddellii,Neches,4,1,1,
P. riddellii,Neches,4,11,,
P. riddellii,Neches,4,12,,
P. riddellii,Neches,4,13,,
P. riddellii,Neches,4,14,,
P. riddellii,Neches,4,15,,
P. riddellii,Neches,4,16,,
P. riddellii,Neches,4,17,,
P. riddellii,Neches,4,18,,
P. riddellii,Neches,4,19,,
P. riddellii,Neches,4,2,,
P. riddellii,Neches,4,21,,
P. riddellii,Neches,4,22,,
P. riddellii,Neches,4,23,,
P. riddellii,Neches,4,24,,
P. riddellii,Neches,4,25,,
P. riddellii,Neches,4,26,,
P. riddellii,Neches,4,27,,
P. amphichaenus,Neches,4,1,,
P. amphichaenus,Neches,4,2,,
P. amphichaenus,Neches,4,3,,
P. amphichaenus,Neches,4,4,,
P. amphichaenus,Neches,4,5,,
P. amphichaenus,Neches,4,6,,
P. amphichaenus,Neches,4,7,,
P. amphichaenus,Neches,4,8,,
P. amphichaenus,Neches,4,9,,
P. amphichaenus,Neches,4,1,,
P. amphichaenus,Neches,4,11,,
P. amphichaenus,Neches,4,12,,
P. amphichaenus,Neches,4,13,,
P. amphichaenus,Neches,4,14,,
P. amphichaenus,Neches,4,15,,
P. amphichaenus,Neches,4,16,,
P. amphichaenus,Neches,4,17,,
P. amphichaenus,Neches,4,18,,
P. amphichaenus,Neches,4,19,,
P. amphichaenus,Neches,4,2,,
P. amphichaenus,Neches,4,21,,
P. amphichaenus,Neches,4,22,,
P. amphichaenus,Neches,4,23,,
P. amphichaenus,Neches,4,24,,
P. amphichaenus,Neches,4,25,,
P. amphichaenus,Neches,4,26,,
P. amphichaenus,Neches,4,27,,
P. purpurtus ,Neches,4,1,,
P. purpurtus ,Neches,4,2,1,
P. purpurtus ,Neches,4,3,,
P. purpurtus ,Neches,4,4,,
P. purpurtus ,Neches,4,5,,
P. purpurtus ,Neches,4,6,,
P. purpurtus ,Neches,4,7,,
P. purpurtus ,Neches,4,8,,
P. purpurtus ,Neches,4,9,,
P. purpurtus ,Neches,4,1,,
P. purpurtus ,Neches,4,11,,
P. purpurtus ,Neches,4,12,,
P. purpurtus ,Neches,4,13,,
P. purpurtus ,Neches,4,14,,
P. purpurtus ,Neches,4,15,,
P. purpurtus ,Neches,4,16,,
P. purpurtus ,Neches,4,17,,
P. purpurtus ,Neches,4,18,,
P. purpurtus ,Neches,4,19,,
P. purpurtus ,Neches,4,2,,
P. purpurtus ,Neches,4,21,,
P. purpurtus ,Neches,4,22,,
P. purpurtus ,Neches,4,23,,
P. purpurtus ,Neches,4,24,,
P. purpurtus ,Neches,4,25,,
P. purpurtus ,Neches,4,26,,
P. purpurtus ,Neches,4,27,,
P. grandis,Neches,4,1,,
P. grandis,Neches,4,2,,
P. grandis,Neches,4,3,,
P. grandis,Neches,4,4,,
P. grandis,Neches,4,5,,
P. grandis,Neches,4,6,,
P. grandis,Neches,4,7,,
P. grandis,Neches,4,8,,
P. grandis,Neches,4,9,,
P. grandis,Neches,4,1,,
P. grandis,Neches,4,11,,
P. grandis,Neches,4,12,,
P. grandis,Neches,4,13,,
P. grandis,Neches,4,14,,
P. grandis,Neches,4,15,,
P. grandis,Neches,4,16,,
P. grandis,Neches,4,17,,
P. grandis,Neches,4,18,,
P. grandis,Neches,4,19,,
P. grandis,Neches,4,2,,
P. grandis,Neches,4,21,,
P. grandis,Neches,4,22,,
P. grandis,Neches,4,23,,
P. grandis,Neches,4,24,,
P. grandis,Neches,4,25,,
P. grandis,Neches,4,26,,
P. grandis,Neches,4,27,,
Q. apiculata,Neches,4,1,,
Q. apiculata,Neches,4,2,,
Q. apiculata,Neches,4,3,,
Q. apiculata,Neches,4,4,,
Q. apiculata,Neches,4,5,,
Q. apiculata,Neches,4,6,,
Q. apiculata,Neches,4,7,,
Q. apiculata,Neches,4,8,,
Q. apiculata,Neches,4,9,1,
Q. apiculata,Neches,4,1,,
Q. apiculata,Neches,4,11,,
Q. apiculata,Neches,4,12,,
Q. apiculata,Neches,4,13,,
Q. apiculata,Neches,4,14,,
Q. apiculata,Neches,4,15,,
Q. apiculata,Neches,4,16,,
Q. apiculata,Neches,4,17,,
Q. apiculata,Neches,4,18,,
Q. apiculata,Neches,4,19,,
Q. apiculata,Neches,4,2,,
Q. apiculata,Neches,4,21,,
Q. apiculata,Neches,4,22,,
Q. apiculata,Neches,4,23,,
Q. apiculata,Neches,4,24,,
Q. apiculata,Neches,4,25,,
Q. apiculata,Neches,4,26,,
Q. apiculata,Neches,4,27,,
Q. mortoni,Neches,4,1,1,
Q. mortoni,Neches,4,2,2,
Q. mortoni,Neches,4,3,,
Q. mortoni,Neches,4,4,7,
Q. mortoni,Neches,4,5,1,
Q. mortoni,Neches,4,6,5,
Q. mortoni,Neches,4,7,2,
Q. mortoni,Neches,4,8,1,
Q. mortoni,Neches,4,9,5,
Q. mortoni,Neches,4,1,1,
Q. mortoni,Neches,4,11,,
Q. mortoni,Neches,4,12,1,
Q. mortoni,Neches,4,13,3,
Q. mortoni,Neches,4,14,,
Q. mortoni,Neches,4,15,1,
Q. mortoni,Neches,4,16,,
Q. mortoni,Neches,4,17,,
Q. mortoni,Neches,4,18,,
Q. mortoni,Neches,4,19,,
Q. mortoni,Neches,4,2,,
Q. mortoni,Neches,4,21,1,
Q. mortoni,Neches,4,22,1,
Q. mortoni,Neches,4,23,,
Q. mortoni,Neches,4,24,,
Q. mortoni,Neches,4,25,1,
Q. mortoni,Neches,4,26,,
Q. mortoni,Neches,4,27,1,
Q. nobilis,Neches,4,1,,
Q. nobilis,Neches,4,2,,
Q. nobilis,Neches,4,3,,
Q. nobilis,Neches,4,4,,
Q. nobilis,Neches,4,5,,
Q. nobilis,Neches,4,6,,
Q. nobilis,Neches,4,7,,
Q. nobilis,Neches,4,8,,
Q. nobilis,Neches,4,9,,
Q. nobilis,Neches,4,1,,
Q. nobilis,Neches,4,11,,
Q. nobilis,Neches,4,12,,
Q. nobilis,Neches,4,13,,
Q. nobilis,Neches,4,14,,
Q. nobilis,Neches,4,15,,
Q. nobilis,Neches,4,16,,
Q. nobilis,Neches,4,17,,
Q. nobilis,Neches,4,18,,
Q. nobilis,Neches,4,19,,
Q. nobilis,Neches,4,2,,
Q. nobilis,Neches,4,21,,
Q. nobilis,Neches,4,22,,
Q. nobilis,Neches,4,23,,
Q. nobilis,Neches,4,24,,
Q. nobilis,Neches,4,25,,
Q. nobilis,Neches,4,26,,
Q. nobilis,Neches,4,27,,
Q.verrucosa,Neches,4,1,,
Q.verrucosa,Neches,4,2,1,
Q.verrucosa,Neches,4,3,,
Q.verrucosa,Neches,4,4,,1
Q.verrucosa,Neches,4,5,1,
Q.verrucosa,Neches,4,6,4,
Q.verrucosa,Neches,4,7,,
Q.verrucosa,Neches,4,8,,
Q.verrucosa,Neches,4,9,1,
Q.verrucosa,Neches,4,1,1,
Q.verrucosa,Neches,4,11,,
Q.verrucosa,Neches,4,12,,
Q.verrucosa,Neches,4,13,,
Q.verrucosa,Neches,4,14,,
Q.verrucosa,Neches,4,15,,
Q.verrucosa,Neches,4,16,,
Q.verrucosa,Neches,4,17,,
Q.verrucosa,Neches,4,18,,
Q.verrucosa,Neches,4,19,,
Q.verrucosa,Neches,4,2,,
Q.verrucosa,Neches,4,21,1,
Q.verrucosa,Neches,4,22,,
Q.verrucosa,Neches,4,23,,
Q.verrucosa,Neches,4,24,,
Q.verrucosa,Neches,4,25,,
Q.verrucosa,Neches,4,26,,
Q.verrucosa,Neches,4,27,,
S. undulatus,Neches,4,1,,
S. undulatus,Neches,4,2,,
S. undulatus,Neches,4,3,,
S. undulatus,Neches,4,4,,
S. undulatus,Neches,4,5,,
S. undulatus,Neches,4,6,,
S. undulatus,Neches,4,7,,
S. undulatus,Neches,4,8,,
S. undulatus,Neches,4,9,,
S. undulatus,Neches,4,1,,
S. undulatus,Neches,4,11,,
S. undulatus,Neches,4,12,,
S. undulatus,Neches,4,13,,
S. undulatus,Neches,4,14,,
S. undulatus,Neches,4,15,,
S. undulatus,Neches,4,16,,
S. undulatus,Neches,4,17,,
S. undulatus,Neches,4,18,,
S. undulatus,Neches,4,19,,
S. undulatus,Neches,4,2,,
S. undulatus,Neches,4,21,,
S. undulatus,Neches,4,22,,
S. undulatus,Neches,4,23,,
S. undulatus,Neches,4,24,,
S. undulatus,Neches,4,25,,
S. undulatus,Neches,4,26,,
S. undulatus,Neches,4,27,,
T. parvum,Neches,4,1,,
T. parvum,Neches,4,2,,
T. parvum,Neches,4,3,,
T. parvum,Neches,4,4,,
T. parvum,Neches,4,5,,
T. parvum,Neches,4,6,,
T. parvum,Neches,4,7,,
T. parvum,Neches,4,8,,
T. parvum,Neches,4,9,,
T. parvum,Neches,4,1,,
T. parvum,Neches,4,11,,
T. parvum,Neches,4,12,,
T. parvum,Neches,4,13,,
T. parvum,Neches,4,14,,
T. parvum,Neches,4,15,,
T. parvum,Neches,4,16,,
T. parvum,Neches,4,17,,
T. parvum,Neches,4,18,,
T. parvum,Neches,4,19,,
T. parvum,Neches,4,2,,
T. parvum,Neches,4,21,,
T. parvum,Neches,4,22,,
T. parvum,Neches,4,23,,
T. parvum,Neches,4,24,,
T. parvum,Neches,4,25,,
T. parvum,Neches,4,26,,
T. parvum,Neches,4,27,,
T. texasense,Neches,4,1,,
T. texasense,Neches,4,2,,
T. texasense,Neches,4,3,,
T. texasense,Neches,4,4,,
T. texasense,Neches,4,5,,
T. texasense,Neches,4,6,,
T. texasense,Neches,4,7,,
T. texasense,Neches,4,8,,
T. texasense,Neches,4,9,,
T. texasense,Neches,4,1,,
T. texasense,Neches,4,11,,
T. texasense,Neches,4,12,,
T. texasense,Neches,4,13,,
T. texasense,Neches,4,14,,
T. texasense,Neches,4,15,,
T. texasense,Neches,4,16,,
T. texasense,Neches,4,17,,
T. texasense,Neches,4,18,,
T. texasense,Neches,4,19,,
T. texasense,Neches,4,2,,
T. texasense,Neches,4,21,,
T. texasense,Neches,4,22,,
T. texasense,Neches,4,23,,
T. texasense,Neches,4,24,,
T. texasense,Neches,4,25,,
T. texasense,Neches,4,26,,
T. texasense,Neches,4,27,,
T. truncata,Neches,4,1,,
T. truncata,Neches,4,2,,
T. truncata,Neches,4,3,,
T. truncata,Neches,4,4,,
T. truncata,Neches,4,5,,
T. truncata,Neches,4,6,1,
T. truncata,Neches,4,7,,
T. truncata,Neches,4,8,2,
T. truncata,Neches,4,9,,
T. truncata,Neches,4,1,,
T. truncata,Neches,4,11,,
T. truncata,Neches,4,12,,
T. truncata,Neches,4,13,,
T. truncata,Neches,4,14,,
T. truncata,Neches,4,15,1,
T. truncata,Neches,4,16,,
T. truncata,Neches,4,17,,
T. truncata,Neches,4,18,,
T. truncata,Neches,4,19,,
T. truncata,Neches,4,2,,
T. truncata,Neches,4,21,,
T. truncata,Neches,4,22,,
T. truncata,Neches,4,23,,
T. truncata,Neches,4,24,,
T. truncata,Neches,4,25,,
T. truncata,Neches,4,26,,
T. truncata,Neches,4,27,,
U. declivis,Neches,4,1,,
U. declivis,Neches,4,2,,
U. declivis,Neches,4,3,,
U. declivis,Neches,4,4,,
U. declivis,Neches,4,5,,
U. declivis,Neches,4,6,,
U. declivis,Neches,4,7,,
U. declivis,Neches,4,8,,
U. declivis,Neches,4,9,,
U. declivis,Neches,4,1,,
U. declivis,Neches,4,11,,
U. declivis,Neches,4,12,,
U. declivis,Neches,4,13,,
U. declivis,Neches,4,14,,
U. declivis,Neches,4,15,,
U. declivis,Neches,4,16,,
U. declivis,Neches,4,17,,
U. declivis,Neches,4,18,,
U. declivis,Neches,4,19,,
U. declivis,Neches,4,2,,
U. declivis,Neches,4,21,,
U. declivis,Neches,4,22,,
U. declivis,Neches,4,23,,
U. declivis,Neches,4,24,,
U. declivis,Neches,4,25,,
U. declivis,Neches,4,26,,
U. declivis,Neches,4,27,,
U. imbecillis,Neches,4,1,,
U. imbecillis,Neches,4,2,,
U. imbecillis,Neches,4,3,,
U. imbecillis,Neches,4,4,,
U. imbecillis,Neches,4,5,,
U. imbecillis,Neches,4,6,,
U. imbecillis,Neches,4,7,,
U. imbecillis,Neches,4,8,,
U. imbecillis,Neches,4,9,,
U. imbecillis,Neches,4,1,,
U. imbecillis,Neches,4,11,,
U. imbecillis,Neches,4,12,,
U. imbecillis,Neches,4,13,,
U. imbecillis,Neches,4,14,,
U. imbecillis,Neches,4,15,,
U. imbecillis,Neches,4,16,,
U. imbecillis,Neches,4,17,,
U. imbecillis,Neches,4,18,,
U. imbecillis,Neches,4,19,,
U. imbecillis,Neches,4,2,,
U. imbecillis,Neches,4,21,,
U. imbecillis,Neches,4,22,,
U. imbecillis,Neches,4,23,,
U. imbecillis,Neches,4,24,,
U. imbecillis,Neches,4,25,,
U. imbecillis,Neches,4,26,,
U. imbecillis,Neches,4,27,,
V. lienosa,Neches,4,1,,
V. lienosa,Neches,4,2,,
V. lienosa,Neches,4,3,,
V. lienosa,Neches,4,4,,
V. lienosa,Neches,4,5,,
V. lienosa,Neches,4,6,,
V. lienosa,Neches,4,7,,
V. lienosa,Neches,4,8,,
V. lienosa,Neches,4,9,,
V. lienosa,Neches,4,1,,
V. lienosa,Neches,4,11,,
V. lienosa,Neches,4,12,,
V. lienosa,Neches,4,13,,
V. lienosa,Neches,4,14,,
V. lienosa,Neches,4,15,,
V. lienosa,Neches,4,16,,
V. lienosa,Neches,4,17,,
V. lienosa,Neches,4,18,,
V. lienosa,Neches,4,19,,
V. lienosa,Neches,4,2,,
V. lienosa,Neches,4,21,,
V. lienosa,Neches,4,22,,
V. lienosa,Neches,4,23,,
V. lienosa,Neches,4,24,,
V. lienosa,Neches,4,25,,
V. lienosa,Neches,4,26,,
V. lienosa,Neches,4,27,,
A. plicata,Neches,5,1,,
A. plicata,Neches,5,2,,
A. plicata,Neches,5,3,,
A. plicata,Neches,5,4,,
A. plicata,Neches,5,5,,
A. plicata,Neches,5,6,1,
A. plicata,Neches,5,7,,
A. plicata,Neches,5,8,,
A. plicata,Neches,5,9,,
A. plicata,Neches,5,1,,
A. plicata,Neches,5,11,,
A. plicata,Neches,5,12,,
A. plicata,Neches,5,13,,
A. plicata,Neches,5,14,1,
A. plicata,Neches,5,15,,
A. plicata,Neches,5,16,1,
A. plicata,Neches,5,17,,
A. plicata,Neches,5,18,,
A. plicata,Neches,5,19,,
A. plicata,Neches,5,2,,
A. plicata,Neches,5,21,,
A. plicata,Neches,5,22,,
A. plicata,Neches,5,23,,
A. plicata,Neches,5,24,,
A. plicata,Neches,5,25,,
A. plicata,Neches,5,26,,
A. plicata,Neches,5,27,,
A. suborbiculta,Neches,5,1,,
A. suborbiculta,Neches,5,2,,
A. suborbiculta,Neches,5,3,,
A. suborbiculta,Neches,5,4,,
A. suborbiculta,Neches,5,5,,
A. suborbiculta,Neches,5,6,,
A. suborbiculta,Neches,5,7,,
A. suborbiculta,Neches,5,8,,
A. suborbiculta,Neches,5,9,,
A. suborbiculta,Neches,5,1,,
A. suborbiculta,Neches,5,11,,
A. suborbiculta,Neches,5,12,,
A. suborbiculta,Neches,5,13,,
A. suborbiculta,Neches,5,14,,
A. suborbiculta,Neches,5,15,,
A. suborbiculta,Neches,5,16,,
A. suborbiculta,Neches,5,17,,
A. suborbiculta,Neches,5,18,,
A. suborbiculta,Neches,5,19,,
A. suborbiculta,Neches,5,2,,
A. suborbiculta,Neches,5,21,,
A. suborbiculta,Neches,5,22,,
A. suborbiculta,Neches,5,23,,
A. suborbiculta,Neches,5,24,,
A. suborbiculta,Neches,5,25,,
A. suborbiculta,Neches,5,26,,
A. suborbiculta,Neches,5,27,,
A. confragosus,Neches,5,1,,
A. confragosus,Neches,5,2,,
A. confragosus,Neches,5,3,,
A. confragosus,Neches,5,4,,
A. confragosus,Neches,5,5,,
A. confragosus,Neches,5,6,,
A. confragosus,Neches,5,7,,
A. confragosus,Neches,5,8,,
A. confragosus,Neches,5,9,,
A. confragosus,Neches,5,1,,
A. confragosus,Neches,5,11,,
A. confragosus,Neches,5,12,,
A. confragosus,Neches,5,13,,
A. confragosus,Neches,5,14,,
A. confragosus,Neches,5,15,,
A. confragosus,Neches,5,16,,
A. confragosus,Neches,5,17,,
A. confragosus,Neches,5,18,,
A. confragosus,Neches,5,19,,
A. confragosus,Neches,5,2,,
A. confragosus,Neches,5,21,,
A. confragosus,Neches,5,22,,
A. confragosus,Neches,5,23,,
A. confragosus,Neches,5,24,,
A. confragosus,Neches,5,25,,
A. confragosus,Neches,5,26,,
A. confragosus,Neches,5,27,,
F. askewi,Neches,5,1,2,
F. askewi,Neches,5,2,,
F. askewi,Neches,5,3,,
F. askewi,Neches,5,4,,
F. askewi,Neches,5,5,9,
F. askewi,Neches,5,6,2,
F. askewi,Neches,5,7,,
F. askewi,Neches,5,8,,
F. askewi,Neches,5,9,2,
F. askewi,Neches,5,1,,
F. askewi,Neches,5,11,1,
F. askewi,Neches,5,12,,
F. askewi,Neches,5,13,2,
F. askewi,Neches,5,14,3,
F. askewi,Neches,5,15,,
F. askewi,Neches,5,16,1,
F. askewi,Neches,5,17,3,1
F. askewi,Neches,5,18,2,
F. askewi,Neches,5,19,,
F. askewi,Neches,5,2,,
F. askewi,Neches,5,21,3,
F. askewi,Neches,5,22,1,
F. askewi,Neches,5,23,3,
F. askewi,Neches,5,24,2,
F. askewi,Neches,5,25,3,
F. askewi,Neches,5,26,,
F. askewi,Neches,5,27,1,
L. hydiana,Neches,5,1,,
L. hydiana,Neches,5,2,,
L. hydiana,Neches,5,3,,
L. hydiana,Neches,5,4,,
L. hydiana,Neches,5,5,,
L. hydiana,Neches,5,6,,
L. hydiana,Neches,5,7,,
L. hydiana,Neches,5,8,,
L. hydiana,Neches,5,9,,
L. hydiana,Neches,5,1,,
L. hydiana,Neches,5,11,,
L. hydiana,Neches,5,12,,
L. hydiana,Neches,5,13,,
L. hydiana,Neches,5,14,,
L. hydiana,Neches,5,15,,
L. hydiana,Neches,5,16,,
L. hydiana,Neches,5,17,,
L. hydiana,Neches,5,18,,
L. hydiana,Neches,5,19,,
L. hydiana,Neches,5,2,,
L. hydiana,Neches,5,21,,
L. hydiana,Neches,5,22,,
L. hydiana,Neches,5,23,,
L. hydiana,Neches,5,24,,
L. hydiana,Neches,5,25,,
L. hydiana,Neches,5,26,,
L. hydiana,Neches,5,27,,
La. Satura,Neches,5,1,,
La. Satura,Neches,5,2,,
La. Satura,Neches,5,3,,
La. Satura,Neches,5,4,,
La. Satura,Neches,5,5,1,
La. Satura,Neches,5,6,,
La. Satura,Neches,5,7,,
La. Satura,Neches,5,8,,
La. Satura,Neches,5,9,,
La. Satura,Neches,5,1,,
La. Satura,Neches,5,11,,
La. Satura,Neches,5,12,,
La. Satura,Neches,5,13,,
La. Satura,Neches,5,14,,
La. Satura,Neches,5,15,,
La. Satura,Neches,5,16,,
La. Satura,Neches,5,17,,
La. Satura,Neches,5,18,,
La. Satura,Neches,5,19,1,
La. Satura,Neches,5,2,,
La. Satura,Neches,5,21,,
La. Satura,Neches,5,22,,
La. Satura,Neches,5,23,,
La. Satura,Neches,5,24,,
La. Satura,Neches,5,25,,
La. Satura,Neches,5,26,,
La. Satura,Neches,5,27,,
L. teres,Neches,5,1,,
L. teres,Neches,5,2,,
L. teres,Neches,5,3,,
L. teres,Neches,5,4,,
L. teres,Neches,5,5,,
L. teres,Neches,5,6,,
L. teres,Neches,5,7,,
L. teres,Neches,5,8,,
L. teres,Neches,5,9,,
L. teres,Neches,5,1,,
L. teres,Neches,5,11,,
L. teres,Neches,5,12,,
L. teres,Neches,5,13,,
L. teres,Neches,5,14,,
L. teres,Neches,5,15,,
L. teres,Neches,5,16,,
L. teres,Neches,5,17,,
L. teres,Neches,5,18,,
L. teres,Neches,5,19,2,
L. teres,Neches,5,2,,
L. teres,Neches,5,21,,
L. teres,Neches,5,22,,
L. teres,Neches,5,23,,
L. teres,Neches,5,24,,
L. teres,Neches,5,25,,
L. teres,Neches,5,26,,
L. teres,Neches,5,27,,
L. fragilis,Neches,5,1,,
L. fragilis,Neches,5,2,,
L. fragilis,Neches,5,3,,
L. fragilis,Neches,5,4,,
L. fragilis,Neches,5,5,,
L. fragilis,Neches,5,6,,
L. fragilis,Neches,5,7,,
L. fragilis,Neches,5,8,,
L. fragilis,Neches,5,9,,
L. fragilis,Neches,5,1,,
L. fragilis,Neches,5,11,,
L. fragilis,Neches,5,12,,
L. fragilis,Neches,5,13,,
L. fragilis,Neches,5,14,,
L. fragilis,Neches,5,15,,
L. fragilis,Neches,5,16,,
L. fragilis,Neches,5,17,,
L. fragilis,Neches,5,18,,
L. fragilis,Neches,5,19,,
L. fragilis,Neches,5,2,,
L. fragilis,Neches,5,21,,
L. fragilis,Neches,5,22,,
L. fragilis,Neches,5,23,,
L. fragilis,Neches,5,24,,
L. fragilis,Neches,5,25,,
L. fragilis,Neches,5,26,,
L. fragilis,Neches,5,27,,
Li. Subrostrata,Neches,5,1,,
Li. Subrostrata,Neches,5,2,,
Li. Subrostrata,Neches,5,3,,
Li. Subrostrata,Neches,5,4,,
Li. Subrostrata,Neches,5,5,,
Li. Subrostrata,Neches,5,6,,
Li. Subrostrata,Neches,5,7,,
Li. Subrostrata,Neches,5,8,,
Li. Subrostrata,Neches,5,9,,
Li. Subrostrata,Neches,5,1,,
Li. Subrostrata,Neches,5,11,,
Li. Subrostrata,Neches,5,12,,
Li. Subrostrata,Neches,5,13,,
Li. Subrostrata,Neches,5,14,,
Li. Subrostrata,Neches,5,15,,
Li. Subrostrata,Neches,5,16,,
Li. Subrostrata,Neches,5,17,,
Li. Subrostrata,Neches,5,18,,
Li. Subrostrata,Neches,5,19,,
Li. Subrostrata,Neches,5,2,,
Li. Subrostrata,Neches,5,21,,
Li. Subrostrata,Neches,5,22,,
Li. Subrostrata,Neches,5,23,,
Li. Subrostrata,Neches,5,24,,
Li. Subrostrata,Neches,5,25,,
Li. Subrostrata,Neches,5,26,,
Li. Subrostrata,Neches,5,27,,
M. nervosa,Neches,5,1,,
M. nervosa,Neches,5,2,,
M. nervosa,Neches,5,3,,
M. nervosa,Neches,5,4,,
M. nervosa,Neches,5,5,,
M. nervosa,Neches,5,6,,
M. nervosa,Neches,5,7,,
M. nervosa,Neches,5,8,,
M. nervosa,Neches,5,9,,
M. nervosa,Neches,5,1,,
M. nervosa,Neches,5,11,,
M. nervosa,Neches,5,12,,
M. nervosa,Neches,5,13,,
M. nervosa,Neches,5,14,,
M. nervosa,Neches,5,15,,
M. nervosa,Neches,5,16,,
M. nervosa,Neches,5,17,,
M. nervosa,Neches,5,18,,
M. nervosa,Neches,5,19,,
M. nervosa,Neches,5,2,,
M. nervosa,Neches,5,21,,
M. nervosa,Neches,5,22,,
M. nervosa,Neches,5,23,,
M. nervosa,Neches,5,24,1,
M. nervosa,Neches,5,25,,
M. nervosa,Neches,5,26,,
M. nervosa,Neches,5,27,,
O. jacksoniana,Neches,5,1,,
O. jacksoniana,Neches,5,2,,
O. jacksoniana,Neches,5,3,,
O. jacksoniana,Neches,5,4,,
